BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
Sprinkle-Sprinkle 1 tbsp shredded cheddar cheese on top of the egg|Preparation Error|Using dirty spoon to scoop cheddar cheese
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
BG|Normal
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
Roll-Roll the tortilla from one end to another into a log shape, about 1.5 inches thick. Roll it tight enough to prevent gaps but not so tight that the filling leaks|Technique Error|Roll improperly such that filling leaks
